Job Name ,Job Link,Job Description,Job Location,Company Name
Electro-mechanical maintenance engineer,https://wuzzuf.net/jobs/p/jxp6BJsOfxwL-Electro-mechanical-maintenance-engineer-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical Engineering · Maintenance · Mechanical · technical,"New Cairo, Cairo, Egypt ",Confidential -
International Business Development Manager,https://wuzzuf.net/jobs/p/aGecQQtqTATS-International-Business-Development-Manager-Giza-Egypt,Full TimeOn-siteManager · 15 - 20 Yrs of Exp · Business Development · Operations/Management · Sales/Retail · Business Development · Sales · Marketing · Retail Business · Marketing Research,"Giza, Egypt ",Confidential -
Procurement Officer,https://wuzzuf.net/jobs/p/TiOalNbRdgy9-Procurement-Officer-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Procurement · Purchasing · Business Administration · Communication · English · Logistics · Supply Chain,"Maadi, Cairo, Egypt ",Hands of Hope Physical Therapy & Wellness -
Sales Operations Coordinator,https://wuzzuf.net/jobs/p/9zOI8ICwy6RR-Sales-Operations-Coordinator-Cairo-Egypt,Full TimeOn-siteSenior Management · 3 - 10 Yrs of Exp · Administration · Customer Service/Support · Operations/Management · Operations coordinator · Communication · Coordinator · Customer Service · Management · Operations · sales skills,"New Cairo, Cairo, Egypt ",Confidential -
Assistant Manager - Compliance,https://wuzzuf.net/jobs/p/cHDtTEFErZe0-Assistant-Manager---Compliance-Allianz-Cairo-Egypt,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Other · Compliance · Arabic · Analytical Skills · Administration · Skills · Microsoft Office · Interviewing,"New Cairo, Cairo, Egypt ",Allianz -
Dental Sales Manager,https://wuzzuf.net/jobs/p/R7pQx2AOg35V-Dental-Sales-Manager-Tabah-dental-Dakahlia-Egypt,Full TimeOn-siteManager · 3 - 8 Yrs of Exp · Operations/Management · Medical/Healthcare · Sales/Retail · Dental Implant · dental sales · Outdoor Sales · Sales · dental materials · Management · Planning,"Dakahlia, Egypt ",Tabah dental -
Marketing Executive,https://wuzzuf.net/jobs/p/kdzkFQobEG4E-Marketing-Executive-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · B2B · Digital Marketing · digital marketing · Social Media · Market Research · Marketing · Sales,"Maadi, Cairo, Egypt ",Hands of Hope Physical Therapy & Wellness -
Production Engineer,https://wuzzuf.net/jobs/p/Z7iUN4JDu3E5-Production-Engineer-Univest-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other · Stainless Steel · Manufacturing · Mechanical · Production,"6th of October, Giza, Egypt ",Univest -
Brand Manager,https://wuzzuf.net/jobs/p/exHIBKCkvzVC-Brand-Manager-BTC-Egypt-Gold-Cairo-Egypt,Full TimeOn-siteManager · 4 - 8 Yrs of Exp · Marketing/PR/Advertising · Brand · Brand Management · Advertising · Communication · Management · Marketing · Marketing Campaigns · Market Research · Branding,"Heliopolis, Cairo, Egypt ",BTC-Egypt Gold -
Senior Full Stack Java Developer,https://wuzzuf.net/jobs/p/FCYs3rKPalYj-Senior-Full-Stack-Java-Developer-MTS-IT-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SQL · J2EE · JSP · JSF · Software Development · Web Development · Computer Science · Information Technology (IT),"Maadi, Cairo, Egypt ",MTS-IT -
Senior Network Security Engineer,https://wuzzuf.net/jobs/p/nlbdSwGwMRar-Senior-Network-Security-Engineer-data-exploration-technology-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · Fortinet · Firewall · Information Technology (IT) · IT,"Mokattam, Cairo, Egypt ",data exploration technology -
Marketing Executive,https://wuzzuf.net/jobs/p/8GmH1U8GUUHU-Marketing-Executive-Fengany-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Marketing · Digital Marketing · Market Research · SEO · Social Media · Communication · Communication skills · media · SEM,"New Cairo, Cairo, Egypt ",Fengany -
Spare Parts Purchasing Manager,https://wuzzuf.net/jobs/p/tphM99wJVRFh-Spare-Parts-Purchasing-Manager-El-Banna-Group-Company-Sharqia-Egypt,Full TimeOn-siteManager · 5 - 8 Yrs of Exp · Purchasing/Procurement · Procurement · Spare Parts · Purchasing,"10th of Ramadan City, Sharqia, Egypt ",El Banna Group Company -
Senior Internal Auditor,https://wuzzuf.net/jobs/p/mKMDIO3M4syv-Senior-Internal-Auditor-PICO-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Auditing · Audit · Internal audit · ERP,"Zamalek, Cairo, Egypt ",PICO -
IT Manager,https://wuzzuf.net/jobs/p/7fOwlPvZMiAC-IT-Manager-The-Translation-Gate-Cairo-Egypt,Full TimeOn-siteManager · 10 - 13 Yrs of Exp · IT/Software Development · Information Technology (IT) · Linux · IT · DevOps · Computer Engineering · Networking · AWS · Linux Operating System · Project Management,"Maadi, Cairo, Egypt ",The Translation Gate -
Google Ads Specialist,https://wuzzuf.net/jobs/p/l6bh1okL28W0-Google-Ads-Specialist-Egypt-Best-Properties-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Marketing/PR/Advertising · Digital Marketing · Google Ads · Google Ads Specialist · Google Ads. · google · digital marketing · Ads · Marketing · SEO,"New Cairo, Cairo, Egypt ",Egypt Best Properties -
Electrical Technical Office Engineer,https://wuzzuf.net/jobs/p/1ApCPHB4BEfa-Electrical-Technical-Office-Engineer-Teba-United-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · AutoCAD · Communication skills,"Nasr City, Cairo, Egypt ",Teba United -
Lab Operations Manager,https://wuzzuf.net/jobs/p/H1FrCB6pLxad-Lab-Operations-Manager-Grifols-Egypt-for-Plasma-Derivatives-Giza-Egypt,Full TimeOn-siteExperienced · 8 - 10 Yrs of Exp · Operations/Management · Medical/Healthcare · Management · Clinical Pathology · SAP,"6th of October, Giza, Egypt ",Grifols Egypt for Plasma Derivatives -
Senior E-learning content developer,https://wuzzuf.net/jobs/p/o2LfTzJfsovE-Senior-E-learning-content-developer-alfanar-Cairo-Egypt,Full TimeOn-siteExperienced · 6 - 8 Yrs of Exp · Other · Training/Instructor · learning and development · instructional design · e-learning development · didgital learning · digital learning authoring · LDC web management,"Cairo, Egypt ",alfanar -
Senior Network Manager,https://wuzzuf.net/jobs/p/q1xVjUq5KWlb-Senior-Network-Manager-Teleperformance---Egypt-Cairo-Egypt,Full TimeOn-siteManager · 12 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cisco · CCNP · Computer Engineering · Computer Science · Engineering · English · Information Technology (IT) · Network,"Katameya, Cairo, Egypt ",Teleperformance - Egypt -
Content Creator,https://wuzzuf.net/jobs/p/JHhlnZ2nXKbu-Content-Creator-Beyond-Insurance-Brokerage-Cairo-Egypt,Full TimeOn-siteEntry Level · 2 - 3 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Content Writer · Content · Social Media · English · Marketing · media · Writing,"Maadi, Cairo, Egypt ",Beyond Insurance Brokerage -
Sales Operations Manager,https://wuzzuf.net/jobs/p/zh7F9oMB7YJd-Sales-Operations-Manager-Rsc-Red-Sea-Egypt,Full TimeOn-siteManager · 5 - 10 Yrs of Exp · Business Development · Operations/Management · Sales/Retail · Customer Service · Operations · sales process · Training · Sales · Sales Operations · sales skills,"Hurghada, Red Sea, Egypt ",Rsc -
Cost and Inventory Controller,https://wuzzuf.net/jobs/p/awiX3twRx0D2-Cost-and-Inventory-Controller-Dreem-Mashreq-Foods-Alexandria-Egypt,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Accounting/Finance · Logistics/Supply Chain · Accounting · Cost Accounting · Cost · Cost Control · Finance · inventory · Inventory Management · Manufacturing,"Smouha, Alexandria, Egypt ",Dreem Mashreq Foods  -
Media Buyer & Social Media specialist,https://wuzzuf.net/jobs/p/rDNtPWN0ZeVl-Media-Buyer-Social-Media-specialist-AL-MORSHEDY-MALL-Giza-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Marketing/PR/Advertising · media · E-Marketing · Social Media · social · Facebook ads · Marketing · Advertising,"6th of October, Giza, Egypt ",AL MORSHEDY MALL -
Media Buyer,https://wuzzuf.net/jobs/p/nD3BXYUUtUv4-Media-Buyer-The-Address-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Buyer · Digital Marketing · Marketing · Media Buyer · Social Media · digital marketing · media,"New Cairo, Cairo, Egypt ",The Address  -
Mechanical Technical Office Engineer,https://wuzzuf.net/jobs/p/wB0CZRlAHVrf-Mechanical-Technical-Office-Engineer-Sinoma-cdi-Beni-Suef-Egypt,Full TimeOn-siteExperienced · 0 - 6 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · Mechanical · Mechanical Engineering,"Beni Suef, Beni Suef, Egypt ",Sinoma-cdi -
Export Sales Supervisor,https://wuzzuf.net/jobs/p/dp59POIZDoQ3-Export-Sales-Supervisor-Aedco-Fragrances-Cairo-Egypt,Full TimeOn-siteManager · 5+ Yrs of Exp · Operations/Management · Sales/Retail · sales skills · Sales Target · Sales · Customer Service · Manufacturing · Chemical · Leadership · Sales Management,"New Cairo, Cairo, Egypt ",Aedco Fragrances  -
Mechanical Engineer,https://wuzzuf.net/jobs/p/JVr5L6A9HMDP-Mechanical-Engineer-Sharqia-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · males_only · Engineering - Mechanical/Electrical · Mechanical Engineering · Mechanical,"10th of Ramadan City, Sharqia, Egypt ",Confidential -
Digital Marketing Team Leader,https://wuzzuf.net/jobs/p/FyjW3Nske9Ug-Digital-Marketing-Team-Leader-The-Address-Investments-for-Real-Estate-Consultancy-Cairo-Egypt,Full TimeOn-siteExperienced · 1 - 4 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Sales/Retail · Ads · Communication · Creative · Digital · Digital Marketing · digital marketing · E-Marketing,"New Cairo, Cairo, Egypt ",The Address Investments for Real Estate Consultancy -
Stock Controller,https://wuzzuf.net/jobs/p/MsjASvKzSdIv-Stock-Controller-Maison-de-Maa-Cairo-Egypt,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Logistics/Supply Chain · Sales/Retail · Logistics · Stock Control · Accounting · Stock controller · Supply Chain,"Heliopolis, Cairo, Egypt ",Maison de Maa -
Digital Product Manager,https://wuzzuf.net/jobs/p/yOMdUdSbkVeu-Digital-Product-Manager-Nahdet-Misr-Publishing-Group-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Project/Program Management · Media/Journalism/Publishing · business · Computer Science · Project Management · Market Research · Management · Product · software,"Mohandessin, Giza, Egypt ",Nahdet Misr Publishing Group -
Brand Manager- (Make Up/Perfumes),https://wuzzuf.net/jobs/p/RPIhcCl4tlg8-Brand-Manager--Make-UpPerfumes-Mazaya-Cairo-Egypt,Full TimeOn-siteManager · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Branding · Market Research · Cosmetics · Marketing · Social Media · Leadership · Product · PowerPoint,"New Cairo, Cairo, Egypt ",Mazaya -
Communication Engineering,https://wuzzuf.net/jobs/p/zHlUEr20BgN7-Communication-Engineering-Talaat-Moustafa-Group-Cairo-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Real Estate · Microsoft Office · Communication Engineering · Computer Engineering · Real-Estate · Troubleshooting,"Madinaty, Cairo, Egypt ",Talaat Moustafa Group -
HSE Specialist,https://wuzzuf.net/jobs/p/9qjn7mRGuezw-HSE-Specialist-KZ-for-Pesticides-and-Chemicals-Beheira-Egypt,"Full TimeOn-siteEntry Level · 2 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Engineering - Other · HSE · HSE Specialist · quality · Quality Assurance · Safety · Health, Safety and Environment · HSE Management","Noubaria, Beheira, Egypt ",KZ for Pesticides and Chemicals.  -
Mechanical Technical Office and site Engineer,https://wuzzuf.net/jobs/p/7XkMxmCe4l7n-Mechanical-Technical-Office-and-site-Engineer-Icontracting-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering · AutoCAD · Mechanical · Mechanical Engineering · technical,"Agouza, Giza, Egypt ",Icontracting -
Electrical Engineer,https://wuzzuf.net/jobs/p/3FrwJ1ZM7bUP-Electrical-Engineer-Tabarak-Alexandria-Egypt,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Communication · Electrical · Low Voltage · Electrical Engineering · Design · Engineering,"Alexandria, Egypt ",Tabarak -
Electrical Maintenance Engineer,https://wuzzuf.net/jobs/p/CafFNupq3A50-Electrical-Maintenance-Engineer-Gharbia-Egypt,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Engineering - Mechanical/Electrical · Electrical · Maintenance · Electrical Engineering · Electrical power · electrical power engineering · Power Engineering,"Gharbia, Egypt ",Confidential -
Sales & Marketing Executive,https://wuzzuf.net/jobs/p/qqjyuLyhx7px-Sales-Marketing-Executive-EGYCAT-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Sales · sales skills · Market Research · Marketing · Business Administration · CRM · Communication,"Heliopolis, Cairo, Egypt ",EGYCAT -
Cost Accountant,https://wuzzuf.net/jobs/p/07kEvpbvefj0-Cost-Accountant-Kasrawy-Group-Giza-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · males_preferred · Accounting/Finance · Manufacturing/Production · Cost · Cost Accountant · Cost Accounting · Finance · Accounting · accountant,"Abu Rawash, Giza, Egypt ",Kasrawy Group -
ERP Lead (odoo),https://wuzzuf.net/jobs/p/7jFGffWnITOy-ERP-Lead-odoo-Giza-Seeds-and-Herbs-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Odoo · Information Technology (IT),"6th of October, Giza, Egypt ",Giza Seeds and Herbs -
Head of stage (American School),https://wuzzuf.net/jobs/p/DkK25NjTZ54j-Head-of-stage-American-School-Manhattan-Schools-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · Education/Teaching · Education · Teaching · Academic,"Maadi, Cairo, Egypt ",Manhattan Schools -
Procurement Executive,https://wuzzuf.net/jobs/p/BUdsam6XkPoP-Procurement-Executive-Fengany-Cairo-Egypt,Full TimeOn-siteExperienced · 1 - 4 Yrs of Exp · Purchasing/Procurement · Purchasing · Procurement · Supply Chain · Communication skills · Contract Negotiation · Logistics · Suppliers,"New Cairo, Cairo, Egypt ",Fengany -
Junior Microsoft Dynamics 365 F&O Functional Consultant,https://wuzzuf.net/jobs/p/m1H2xywdGJh8-Junior-Microsoft-Dynamics-365-FO-Functional-Consultant-Seoudi-Supermarket-Giza-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · IT/Software Development · Computer Science · Finance · Information Technology (IT) · ERP · Microsoft Dynamics · Dynamics 365 · Accounts Payable · Accounts Receivable,"Sheikh Zayed, Giza, Egypt ",Seoudi Supermarket -
Sales & Marketing Executive,https://wuzzuf.net/jobs/p/oPOTt7ogQx6Q-Sales-Marketing-Executive-Diamond-Medical-Services-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail · Sales · Marketing · sales skills · Sales Target · Telesales · Medical Sales,"Heliopolis, Cairo, Egypt ",Diamond Medical Services -
Senior Wet Utilities Design Engineer,https://wuzzuf.net/jobs/p/PrNqLLE3MSrz-Senior-Wet-Utilities-Design-Engineer-Setec-Egypte-Cairo-Egypt,Full TimeOn-siteExperienced · 8 - 12 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Civil · Design · Detailed design · Engineering · Drainage · Utilities,"Heliopolis, Cairo, Egypt ",Pini Group -
Senior Media Buyer & Performance Specialist,https://wuzzuf.net/jobs/p/QYLFJzIFM6PI-Senior-Media-Buyer-Performance-Specialist-Onecard-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · campaigns · Media Nuyer · Performance · Digital Marketing Strategy · E-Commerce · Google Marketing · KPIs,"Nasr City, Cairo, Egypt ",Onecard -
Senior digital learning developer (LMS),https://wuzzuf.net/jobs/p/tZoco9nYoq1M-Senior-digital-learning-developer-LMS-alfanar-Cairo-Egypt,Full TimeOn-siteExperienced · 6 - 8 Yrs of Exp · Other · Training/Instructor · learning and development · digital learning · digital learning solution · digital learning solutions · digital learning products · Instructional Design,"Cairo, Egypt ",alfanar -
Agricultural Engineer (Strawberry Crop),https://wuzzuf.net/jobs/p/B7F2z3qUs37u-Agricultural-Engineer-Strawberry-Crop-Verde-for-Trading-and-Distribution-Ismailia-Egypt,Full TimeOn-siteExperienced · 5 - 5 Yrs of Exp · males_only · Engineering - Other · Agricultural Engineering · Agricultural,"Ismailia, Ismailia, Egypt ",Verde for Trading and Distribution -
Quality Officer - Call Center Industry,https://wuzzuf.net/jobs/p/dXplyP810uYN-Quality-Officer---Call-Center-Industry-Air-Arabia-Giza-Egypt,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Customer Service/Support · Quality · Sales/Retail · Call Center · quality · Communication skills,"Mohandessin, Giza, Egypt ",Air Arabia -
Network Trainer,https://wuzzuf.net/jobs/p/1f1om5jCXtTL-Network-Trainer-Cairo-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Training/Instructor · Training · Instructor · Trainer,"Maadi, Cairo, Egypt ",Confidential -
Estimation Engineer,https://wuzzuf.net/jobs/p/N9qrzMSW37Gn-Estimation-Engineer-Wajha-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Cost Estimation · Estimation · Construction · Project Management · Civil Engineering · Communication skills · Mechanical Engineering · Civil,"Cairo, Egypt ",Wajha -
Digital Marketing Manager,https://wuzzuf.net/jobs/p/bO28HrNusTvH-Digital-Marketing-Manager-MEDIA-SALES-360-LTD-Cairo-Egypt,Full TimeHybridExperienced · 2+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · B2B · Digital Marketing · Marketing · Marketing Campaigns · Digital · E-Commerce · E-Marketing · Social Media,"Qasr ِAlnil, Cairo, Egypt ",MEDIA SALES 360 LTD -
Testing or Maintenance Engineer (for KSA - Alfanar),https://wuzzuf.net/jobs/p/mQd0DC55BzCR-Testing-or-Maintenance-Engineer-for-KSA---Alfanar-alfanar-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Testing · Substations · Maintenance Engineering · Electrical Engineering · Maintenance · Electrical · Communication skills,"Cairo, Egypt ",alfanar -
People Operations Supervisor,https://wuzzuf.net/jobs/p/PRA3pMiNUKz4-People-Operations-Supervisor-Geidea-Cairo-Egypt,Full TimeHybridManager · 5 - 7 Yrs of Exp · Human Resources · Operations/Management · Labor Law · People operations · Supervisor · English · onboarding · offboarding · HRIS · Human Resources (HR),"New Cairo, Cairo, Egypt ",Geidea -
Senior SEO Specialist (On-Site),https://wuzzuf.net/jobs/p/SdjythfdBbK5-Senior-SEO-Specialist-On-Site-Fantastic-Services-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Search Engine · SEO · Content · Search Engine Optimization · Search Engines · Google Analytics · SEMrush,"Maadi, Cairo, Egypt ",Fantastic Services -
Global Reliability Technician,https://wuzzuf.net/jobs/p/g/WVTrEKF4s2Xb-Global-Reliability-Technician-Smiths-Detection-Dubai-United-Arab-Emirates,Full TimeEntry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · engineering · computer science · information technology (it) · mechanical engineering · maintenance · quality · english,"Dubai, United Arab Emirates ",Smiths Detection -
IT Specialist,https://wuzzuf.net/jobs/p/yMwGIx6XEFJY-IT-Specialist-Rotografia-Giza-Egypt,Full TimeOn-siteEntry Level · 2 - 4 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Systems · Computer Science · Troubleshooting · Information Technology (IT) · Technical Support · Computer Engineering · Systems,"6th of October, Giza, Egypt ",Rotografia -
Digital Marketing Specialist,https://wuzzuf.net/jobs/p/i7N4apGgVkN0-Digital-Marketing-Specialist-UNAS-Digital-EMPIRE-Giza-Egypt,Full TimeRemoteEntry Level · 1 - 2 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · Digital Marketing · digital media · E-Marketing · digital marketing · Online Marketing · Marketing · Social Media,"6th of October, Giza, Egypt ",UNAS Digital EMPIRE -
procurement engineer,https://wuzzuf.net/jobs/p/B9bXW0RqArPk-procurement-engineer-TECTRA-Giza-Egypt,Full TimeOn-siteManager · 5 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Purchasing/Procurement · Engineering - Mechanical/Electrical · Communication · Communication skills · Construction · ERP · Management · Procurement · Engineering,"Sheikh Zayed, Giza, Egypt ",TECTRA -
Amazon Marketing Specialist,https://wuzzuf.net/jobs/p/vZjZqJnAz0sT-Amazon-Marketing-Specialist-Rasooc-Cairo-Egypt,Freelance / ProjectRemoteExperienced · 5+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Marketing · analytical · SEO · Marketing · Advertising · campaigns · Social Media,"Cairo, Egypt ",Rasooc -
Senior Oracle Techno Functional Consultant (SCM/MFG Discrete),https://wuzzuf.net/jobs/p/V5HY3iBTtwWY-Senior-Oracle-Techno-Functional-Consultant-SCMMFG-Discrete-idaco-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Oracle · SCM · Techno-Functional Consultant · Computer Science · Oracle E-Business Suite · Oracle e-Business · Information Technology (IT),"Giza, Giza, Egypt ",idaco -
Electrical Maintenance Engineer,https://wuzzuf.net/jobs/p/u3xQrLPwjWK1-Electrical-Maintenance-Engineer-Marmonil-Marble-Granite-Cairo-Egypt,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Maintenance · Engineering · Microsoft Office · Communication Skills · Troubleshooting · Computer Skills · Electrical Engineering,"New Cairo, Cairo, Egypt ",Marmonil Marble & Granite -
Production Engineer,https://wuzzuf.net/jobs/p/5wqYjnmhqaya-Production-Engineer-Dreem-Mashreq-Foods-Alexandria-Egypt,Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · males_only · Manufacturing/Production · Manufacturing · Engineering · Production · OEE,"Alexandria, Egypt ",Dreem Mashreq Foods  -
External Auditor,https://wuzzuf.net/jobs/p/sYvs27ELDCPw-External-Auditor-Landmarks-consulting-solutions-CO-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting · Auditing · External Auditing · IFRS · Finance,"Maadi, Cairo, Egypt ",Landmarks consulting solutions CO  -
Software Quality Control Engineer,https://wuzzuf.net/jobs/p/HjqkrbHyZXoA-Software-Quality-Control-Engineer-Obeikan-Digital-Solutions-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Computer Science · Engineering · quality · Quality Assurance · Quality Control · Science,"Cairo, Egypt ",Obeikan Digital Solutions -
Sales Advisor,https://wuzzuf.net/jobs/p/KtEO2TYeXTAm-Sales-Advisor-ECC-Group-Cairo-Egypt,Full TimeOn-siteEntry Level · 2 - 4 Yrs of Exp · Customer Service/Support · Sales/Retail · CRM · Negotiation · sales skills · Sales · Sales Target · Skills · business,"Nasr City, Cairo, Egypt ",ECC Group -
Workshop Section Head Automotive Engineer,https://wuzzuf.net/jobs/p/VDmFnzsommeq-Workshop-Section-Head-Automotive-Engineer-Al-Amal-Al-sharif-For-Plastic-Cairo-Egypt,Full TimeOn-siteExperienced · 6 - 10 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering - Other · Automotive · Mechanical Engineering · Team management · Workshop · technical · Maintenance · Mechanical,"10th of Ramadan City, Cairo, Egypt ",Al-Amal Al-sharif For Plastic -
Digital Marketing Specialist,https://wuzzuf.net/jobs/p/0DwYnKjjkWzb-Digital-Marketing-Specialist-SALESACTIVE-LTD-Dakahlia-Egypt,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · digital marketing · Facebook ads · Google Analytics · facebook · Marketing · Management · Google Ads,"Aga, Dakahlia, Egypt ",SALESACTIVE LTD -
Risk Officer,https://wuzzuf.net/jobs/p/59t32DzPtZbW-Risk-Officer-Erada-Cairo-Egypt,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Analyst/Research · Risk Management · Risk Assessment · Banking · Banks · Banking Sector,"Maadi, Cairo, Egypt ",Erada -
Strategy and Operations Manager - Creative Product,https://wuzzuf.net/jobs/p/g/7RwoyfJJ0NqL-Strategy-and-Operations-Manager---Creative-Product-TikTok-Dubai-United-Arab-Emirates,Full TimeNot specified · Logistics/Supply Chain · Operations/Management · Sales/Retail · Operations · Management · Microsoft Office · Sales · Customer Service · Planning · Logistics,"Dubai, United Arab Emirates ",TikTok -
Sales Manager,https://wuzzuf.net/jobs/p/3R9P2Ae9VHYJ-Sales-Manager-Beverlyhills-Cairo-Egypt,Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Sales Manager · Sales · Management · Business Administration,"Shorouk City, Cairo, Egypt ",Beverlyhills -
Mechatronics Engineer,https://wuzzuf.net/jobs/p/R1khyqHefwAc-Mechatronics-Engineer-A-Medical-Cairo-Egypt,Part TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Electrical Engineering · Mechatronics · English · Maintenance,"Cairo, Egypt ",A-Medical -
Process Support Engineer,https://wuzzuf.net/jobs/p/g/ICG4EyOW5rQB-Process-Support-Engineer-Qatar-Chemical-Company-Doha-Qatar,Full TimeExperienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Technical Support · Customer Service · Customer Support · Customer Care,"Doha, Qatar ",Qatar Chemical Company -
